population size,population type,scenario,1st year vaccination coverage,transmission potential level,boosting starts,immune escape starts,time period,total_mean_infections_all_ages,total_mean_symptomatic_infections_all_ages,total_mean_admissions_all_ages,total_mean_ward_occupancy_all_ages,total_mean_ICU_admissions_all_ages,total_mean_ICU_occupancy_all_ages,total_mean_deaths_ages_all_ages,total_mean_deaths_ages_0-9,total_mean_deaths_ages_10-19,total_mean_deaths_ages_20-29,total_mean_deaths_ages_30-39,total_mean_deaths_ages_40-49,total_mean_deaths_ages_50-59,total_mean_deaths_ages_60-69,total_mean_deaths_ages_70-79,total_mean_deaths_ages_80+
100000,older,no further boosting,80.0%,TP_low,never,1.5 (year),1.5 - 3.0 years,99008.91,35706.586,434.9702,3495.2954,43.8678,340.988,39.1382,0.0166,0.006,0.112,0.295,0.8426,4.1418,10.2142,18.3392,5.1708
100000,older,no further boosting,80.0%,TP_low,never,1.75 (year),1.5 - 3.0 years,71853.118,26499.325,353.3516,2896.426,35.1546,269.8266,32.722,0.0106,0.0058,0.0956,0.2454,0.717,3.4078,8.4852,15.328,4.4266
100000,older,no further boosting,80.0%,TP_low,never,2.0 (year),1.5 - 3.0 years,64197.846,24136.576,344.1912,2897.189,34.3602,272.3118,33.5778,0.0118,0.0058,0.0988,0.2512,0.7302,3.551,8.6714,15.7438,4.5138
100000,older,no further boosting,80.0%,TP_low,never,2.25 (year),1.5 - 3.0 years,67904.056,25424.747,362.194,2953.2308,35.3918,281.8944,33.1716,0.0104,0.0052,0.1118,0.2808,0.7786,3.5502,8.5602,15.417,4.4574
100000,older,no further boosting,80.0%,TP_low,never,2.5 (year),1.5 - 3.0 years,77090.927,28468.322,383.3676,2777.4692,38.2482,284.0158,30.615,0.0082,0.0056,0.1098,0.2658,0.7342,3.4864,8.0474,14.1774,3.7802
100000,older,further boosting pediatric,80.0%,TP_low,1.75 (year),1.5 (year),1.5 - 3.0 years,97585.973,35298.225,433.9792,3494.9538,43.8568,339.7566,39.1942,0.014,0.006,0.1192,0.3172,0.8472,4.1754,10.047,18.4408,5.2274
100000,older,further boosting pediatric,80.0%,TP_low,2.0 (year),1.5 (year),1.5 - 3.0 years,97325.423,35240.197,432.5172,3465.8068,43.7326,339.0888,38.8568,0.0162,0.0092,0.1158,0.296,0.8394,4.1526,10.0702,18.1562,5.2012
100000,older,further boosting pediatric,80.0%,TP_low,2.25 (year),1.5 (year),1.5 - 3.0 years,96247.997,34927.451,429.6578,3446.6656,43.3528,334.1266,38.5716,0.0176,0.0068,0.1212,0.2928,0.8294,4.1228,9.9862,18.0744,5.1204
100000,older,further boosting pediatric,80.0%,TP_low,2.5 (year),1.5 (year),1.5 - 3.0 years,95390.296,34648.453,427.5382,3449.2734,42.8746,331.525,38.6722,0.0162,0.0064,0.1184,0.291,0.8266,4.0556,10.004,18.163,5.191
100000,older,further boosting pediatric,80.0%,TP_low,1.75 (year),1.75 (year),1.5 - 3.0 years,70447.114,26051.179,352.47,2908.099,35.3134,270.8852,32.6136,0.0106,0.0038,0.0938,0.2362,0.7008,3.4166,8.4082,15.3472,4.3964
100000,older,further boosting pediatric,80.0%,TP_low,2.0 (year),1.75 (year),1.5 - 3.0 years,70226.482,25979.263,350.247,2887.1748,35.0254,268.3062,32.5516,0.0108,0.0062,0.0934,0.248,0.7058,3.3608,8.4006,15.296,4.43
100000,older,further boosting pediatric,80.0%,TP_low,2.25 (year),1.75 (year),1.5 - 3.0 years,69712.43,25792.956,347.3834,2875.4132,34.6976,269.6258,32.37,0.0126,0.003,0.0982,0.236,0.7094,3.3938,8.3294,15.2716,4.316
100000,older,further boosting pediatric,80.0%,TP_low,2.5 (year),1.75 (year),1.5 - 3.0 years,69170.506,25604.031,346.1212,2873.5048,34.7286,271.4028,32.5412,0.0108,0.004,0.0888,0.2398,0.6852,3.4216,8.3878,15.2926,4.4106
100000,older,further boosting pediatric,80.0%,TP_low,1.75 (year),2.0 (year),1.5 - 3.0 years,62988.761,23735.845,342.2912,2874.359,34.2566,271.244,33.488,0.0108,0.0046,0.1014,0.2596,0.7214,3.5918,8.6752,15.605,4.5182
100000,older,further boosting pediatric,80.0%,TP_low,2.0 (year),2.0 (year),1.5 - 3.0 years,62245.639,23488.606,340.317,2853.6148,34.1296,270.1144,33.1676,0.0098,0.0036,0.1124,0.256,0.7252,3.5684,8.5566,15.5392,4.3964
100000,older,further boosting pediatric,80.0%,TP_low,2.25 (year),2.0 (year),1.5 - 3.0 years,63650.014,23963.335,342.1056,2879.965,34.2682,272.0168,33.426,0.0106,0.0072,0.1038,0.257,0.7298,3.5518,8.6468,15.622,4.497
100000,older,further boosting pediatric,80.0%,TP_low,2.5 (year),2.0 (year),1.5 - 3.0 years,64020.791,24075.44,342.721,2868.872,34.1738,270.5782,33.3562,0.0094,0.0062,0.0994,0.2634,0.7368,3.543,8.6316,15.598,4.4684
100000,older,further boosting pediatric,80.0%,TP_low,1.75 (year),2.25 (year),1.5 - 3.0 years,66485.958,24995.901,362.6692,2947.6368,35.3662,283.2642,33.118,0.0114,0.0044,0.1112,0.2742,0.8136,3.5606,8.5348,15.3852,4.4226
100000,older,further boosting pediatric,80.0%,TP_low,2.0 (year),2.25 (year),1.5 - 3.0 years,66462.401,24966.316,361.9044,2942.4436,35.3146,280.2896,33.1248,0.0074,0.0038,0.1086,0.2808,0.8024,3.5774,8.6194,15.287,4.438
100000,older,further boosting pediatric,80.0%,TP_low,2.25 (year),2.25 (year),1.5 - 3.0 years,66019.835,24804.823,359.5038,2915.4258,35.1582,279.6748,32.916,0.0086,0.0038,0.1038,0.291,0.7796,3.5636,8.5446,15.2236,4.3974
100000,older,further boosting pediatric,80.0%,TP_low,2.5 (year),2.25 (year),1.5 - 3.0 years,67373.08,25251.546,361.0296,2946.0142,35.1624,283.958,33.2266,0.0084,0.0054,0.1076,0.293,0.7868,3.5406,8.6634,15.3572,4.4642
100000,older,further boosting pediatric,80.0%,TP_low,1.75 (year),2.5 (year),1.5 - 3.0 years,74807.65,27752.316,380.5992,2763.0482,37.4314,279.0236,30.1128,0.0076,0.0048,0.1084,0.2494,0.7356,3.3684,7.963,13.869,3.8066
100000,older,further boosting pediatric,80.0%,TP_low,2.0 (year),2.5 (year),1.5 - 3.0 years,74856.568,27796.997,381.8468,2767.8582,37.4702,278.1062,30.1454,0.0084,0.0034,0.1034,0.2478,0.7134,3.3796,8.0164,13.8802,3.7928
100000,older,further boosting pediatric,80.0%,TP_low,2.25 (year),2.5 (year),1.5 - 3.0 years,75370.908,27945.911,380.9038,2762.7594,37.6236,279.1972,30.1536,0.0086,0.0038,0.105,0.2506,0.7126,3.392,8.0496,13.9326,3.6988
100000,older,further boosting pediatric,80.0%,TP_low,2.5 (year),2.5 (year),1.5 - 3.0 years,75111.443,27819.74,377.669,2725.9908,37.3206,276.9152,29.701,0.0084,0.004,0.1074,0.2576,0.6996,3.3298,7.8566,13.7594,3.6782
100000,older,further boosting high risk,80.0%,TP_low,1.75 (year),1.5 (year),1.5 - 3.0 years,97649.757,34924.718,394.2506,3066.9334,39.9294,306.6156,34.1608,0.0146,0.0066,0.1218,0.293,0.8734,4.0686,9.0502,15.3736,4.359
100000,older,further boosting high risk,80.0%,TP_low,2.0 (year),1.5 (year),1.5 - 3.0 years,97424.605,34899.167,402.3072,3204.5304,40.804,314.2032,35.9708,0.0154,0.0064,0.1222,0.2998,0.8274,4.1454,9.4344,16.455,4.6648
100000,older,further boosting high risk,80.0%,TP_low,2.25 (year),1.5 (year),1.5 - 3.0 years,96250.136,34375.861,387.3766,3077.168,38.9284,301.9544,34.1816,0.0162,0.008,0.1018,0.2756,0.8266,4.0272,9.049,15.3834,4.4938
100000,older,further boosting high risk,80.0%,TP_low,2.5 (year),1.5 (year),1.5 - 3.0 years,95242.514,33920.752,376.7646,3020.602,37.5964,290.9416,33.2518,0.014,0.008,0.1172,0.2804,0.799,3.9056,8.8592,14.885,4.3834
100000,older,further boosting high risk,80.0%,TP_low,1.75 (year),1.75 (year),1.5 - 3.0 years,70573.02,25503.024,272.9406,2013.5958,28.566,218.8724,22.6128,0.0108,0.0076,0.1084,0.2516,0.7358,3.5084,6.3138,9.0658,2.6106
100000,older,further boosting high risk,80.0%,TP_low,2.0 (year),1.75 (year),1.5 - 3.0 years,70209.315,25741.646,326.784,2659.9936,33.311,260.2362,30.0598,0.0136,0.0066,0.0992,0.2442,0.7228,3.4494,7.8384,13.7202,3.9654
100000,older,further boosting high risk,80.0%,TP_low,2.25 (year),1.75 (year),1.5 - 3.0 years,69556.094,25618.645,338.8954,2838.7424,34.348,268.6086,31.9466,0.0096,0.005,0.0884,0.244,0.7016,3.457,8.2294,14.9346,4.277
100000,older,further boosting high risk,80.0%,TP_low,2.5 (year),1.75 (year),1.5 - 3.0 years,69392.7,25533.672,337.2056,2860.0214,34.2256,271.2898,32.5114,0.0104,0.0072,0.0924,0.257,0.7206,3.5016,8.4162,15.1514,4.3546
100000,older,further boosting high risk,80.0%,TP_low,1.75 (year),2.0 (year),1.5 - 3.0 years,63029.136,23338.486,274.478,2119.2916,28.2738,222.7722,24.6058,0.0104,0.0058,0.102,0.2518,0.6962,3.4922,6.8264,10.243,2.978
100000,older,further boosting high risk,80.0%,TP_low,2.0 (year),2.0 (year),1.5 - 3.0 years,62292.232,22856.351,251.9178,1888.2018,26.3874,208.169,21.829,0.0096,0.0086,0.104,0.2558,0.7278,3.499,6.1888,8.6352,2.4002
100000,older,further boosting high risk,80.0%,TP_low,2.25 (year),2.0 (year),1.5 - 3.0 years,63620.295,23809.932,326.3312,2704.1928,32.8676,259.1342,31.3318,0.0094,0.0068,0.1034,0.268,0.725,3.5394,8.2494,14.3002,4.1302
100000,older,further boosting high risk,80.0%,TP_low,2.5 (year),2.0 (year),1.5 - 3.0 years,64034.576,24061.526,341.6272,2876.7734,34.099,271.706,33.3394,0.0098,0.006,0.1048,0.2522,0.717,3.5374,8.7076,15.554,4.4506
100000,older,further boosting high risk,80.0%,TP_low,1.75 (year),2.25 (year),1.5 - 3.0 years,66419.136,24708.443,315.897,2425.3432,31.4036,246.3558,27.4546,0.0102,0.007,0.1072,0.286,0.7834,3.549,7.3502,11.9054,3.4562
100000,older,further boosting high risk,80.0%,TP_low,2.0 (year),2.25 (year),1.5 - 3.0 years,66498.134,24528.132,291.402,2156.9566,29.51,230.1422,24.5036,0.0096,0.0066,0.1022,0.2798,0.7756,3.6064,6.8014,10.0512,2.8708
100000,older,further boosting high risk,80.0%,TP_low,2.25 (year),2.25 (year),1.5 - 3.0 years,65824.269,24098.626,273.6032,1978.255,27.793,214.1822,22.2866,0.0108,0.0074,0.1074,0.2628,0.767,3.6042,6.1642,8.8342,2.5286
100000,older,further boosting high risk,80.0%,TP_low,2.5 (year),2.25 (year),1.5 - 3.0 years,67227.848,25053.537,343.099,2748.1464,33.7332,267.9772,30.9922,0.0104,0.0054,0.1148,0.298,0.791,3.515,8.1364,14.083,4.0382
100000,older,further boosting high risk,80.0%,TP_low,1.75 (year),2.5 (year),1.5 - 3.0 years,74637.677,27389.443,338.658,2331.8738,33.4396,248.3924,24.7492,0.0074,0.0044,0.1,0.2532,0.693,3.2876,6.8024,10.6492,2.952
100000,older,further boosting high risk,80.0%,TP_low,2.0 (year),2.5 (year),1.5 - 3.0 years,74839.103,27348.2,322.857,2187.8614,32.1098,238.8734,23.3002,0.0076,0.0042,0.1036,0.2408,0.6828,3.3458,6.5602,9.7098,2.6454
100000,older,further boosting high risk,80.0%,TP_low,2.25 (year),2.5 (year),1.5 - 3.0 years,75479.259,27464.961,312.5784,2124.617,31.0894,231.0212,22.8022,0.0088,0.0046,0.1084,0.2398,0.6828,3.3034,6.4002,9.476,2.5782
100000,older,further boosting high risk,80.0%,TP_low,2.5 (year),2.5 (year),1.5 - 3.0 years,74886.679,27166.377,302.1262,2076.8708,30.27,224.548,22.1524,0.0082,0.0048,0.098,0.2424,0.677,3.244,6.065,9.2734,2.5396
100000,older,further boosting random,80.0%,TP_low,1.75 (year),1.5 (year),1.5 - 3.0 years,95981.659,34572.127,417.7564,3342.268,41.9178,323.3336,37.2918,0.013,0.006,0.1096,0.2876,0.8216,3.9422,9.6866,17.4214,5.0038
100000,older,further boosting random,80.0%,TP_low,2.0 (year),1.5 (year),1.5 - 3.0 years,93865.928,33903.85,410.1462,3256.1824,41.1676,314.2656,36.2486,0.0144,0.0066,0.1128,0.2806,0.7946,3.877,9.3894,16.9084,4.8648
100000,older,further boosting random,80.0%,TP_low,2.25 (year),1.5 (year),1.5 - 3.0 years,90371.95,32672.391,395.0572,3148.443,39.2932,300.5794,34.8752,0.0166,0.0062,0.1054,0.2582,0.7656,3.749,8.9642,16.3304,4.6796
100000,older,further boosting random,80.0%,TP_low,2.5 (year),1.5 (year),1.5 - 3.0 years,88676.559,32039.401,386.2268,3138.9414,37.3594,291.8552,34.2338,0.012,0.0046,0.1048,0.2556,0.7554,3.6062,8.8782,16.0296,4.5874
100000,older,further boosting random,80.0%,TP_low,1.75 (year),1.75 (year),1.5 - 3.0 years,69188.417,25292.456,324.9142,2688.0142,32.7204,253.5026,30.3476,0.011,0.0056,0.0976,0.2446,0.6716,3.2022,7.7632,14.2452,4.1066
100000,older,further boosting random,80.0%,TP_low,2.0 (year),1.75 (year),1.5 - 3.0 years,67679.304,24979.29,334.4818,2797.1654,33.7294,262.761,31.6746,0.0082,0.007,0.0946,0.2378,0.682,3.3024,8.1664,14.9128,4.2634
100000,older,further boosting random,80.0%,TP_low,2.25 (year),1.75 (year),1.5 - 3.0 years,66022.285,24450.86,332.838,2834.8106,33.738,267.745,32.1902,0.0098,0.0054,0.0944,0.2408,0.7308,3.3444,8.2272,15.1558,4.3816
100000,older,further boosting random,80.0%,TP_low,2.5 (year),1.75 (year),1.5 - 3.0 years,65656.702,24318.382,330.6734,2820.075,33.0022,262.1468,32.0444,0.0118,0.0076,0.099,0.2416,0.7124,3.3744,8.1824,15.0398,4.3754
100000,older,further boosting random,80.0%,TP_low,1.75 (year),2.0 (year),1.5 - 3.0 years,61929.596,23135.959,318.0794,2672.1048,31.7926,251.316,30.9016,0.0092,0.008,0.0944,0.2342,0.6886,3.2968,7.963,14.4562,4.1512
100000,older,further boosting random,80.0%,TP_low,2.0 (year),2.0 (year),1.5 - 3.0 years,60873.093,22629.517,306.9488,2569.545,30.7048,244.459,29.8392,0.01,0.0036,0.094,0.2326,0.6686,3.1798,7.7556,13.8954,3.9996
100000,older,further boosting random,80.0%,TP_low,2.25 (year),2.0 (year),1.5 - 3.0 years,63241.885,23751.169,335.6806,2811.9226,33.1926,263.7744,32.3114,0.012,0.0066,0.1018,0.2644,0.7142,3.3954,8.314,15.1076,4.3954
100000,older,further boosting random,80.0%,TP_low,2.5 (year),2.0 (year),1.5 - 3.0 years,63890.837,24020.803,341.8342,2868.293,33.4976,265.1198,32.5916,0.0088,0.0064,0.1008,0.2578,0.73,3.4002,8.4838,15.1692,4.4346
100000,older,further boosting random,80.0%,TP_low,1.75 (year),2.25 (year),1.5 - 3.0 years,64986.16,24381.839,348.2744,2808.7114,34.0596,269.2454,31.8514,0.0112,0.0058,0.1154,0.2662,0.7742,3.4532,8.3364,14.6894,4.1996
100000,older,further boosting random,80.0%,TP_low,2.0 (year),2.25 (year),1.5 - 3.0 years,65070.076,24236.38,337.2944,2695.75,33.0928,259.3952,30.718,0.0112,0.0066,0.1042,0.269,0.7384,3.3694,7.9042,14.2294,4.0856
100000,older,further boosting random,80.0%,TP_low,2.25 (year),2.25 (year),1.5 - 3.0 years,64355.825,23853.637,327.7772,2615.9972,31.9652,249.2168,29.6842,0.0112,0.0042,0.0996,0.2592,0.7302,3.2706,7.7316,13.6348,3.9428
100000,older,further boosting random,80.0%,TP_low,2.5 (year),2.25 (year),1.5 - 3.0 years,66893.763,25012.407,354.2466,2868.5774,34.49,275.424,32.3956,0.01,0.006,0.1074,0.2764,0.7768,3.4768,8.4298,15.007,4.3054
100000,older,further boosting random,80.0%,TP_low,1.75 (year),2.5 (year),1.5 - 3.0 years,71036.431,26420.33,364.9272,2653.8962,35.6144,271.1592,28.3088,0.011,0.007,0.1014,0.2314,0.6878,3.1658,7.5032,13.0078,3.5934
100000,older,further boosting random,80.0%,TP_low,2.0 (year),2.5 (year),1.5 - 3.0 years,71591.853,26532.724,359.7436,2621.809,35.107,268.0346,28.0282,0.0064,0.0044,0.0928,0.2408,0.6906,3.1452,7.4534,12.8948,3.4998
100000,older,further boosting random,80.0%,TP_low,2.25 (year),2.5 (year),1.5 - 3.0 years,73402.823,26994.388,352.5676,2532.5856,34.2698,253.8976,26.8566,0.0094,0.005,0.1036,0.2402,0.6738,3.0352,7.089,12.3342,3.3662
100000,older,further boosting random,80.0%,TP_low,2.5 (year),2.5 (year),1.5 - 3.0 years,72792.702,26693.525,344.3382,2477.8928,33.33,245.2294,26.2688,0.0092,0.0036,0.0826,0.2314,0.6314,2.9678,6.9272,12.1104,3.3052
100000,younger,no further boosting,80.0%,TP_low,never,1.5 (year),1.5 - 3.0 years,94794.288,29524.744,204.7664,1364.499,20.7092,159.4818,15.5662,0.0402,0.0158,0.1288,0.2312,0.5036,2.316,4.8266,6.811,0.693
100000,younger,no further boosting,80.0%,TP_low,never,1.75 (year),1.5 - 3.0 years,83806.763,26654.451,203.6008,1403.7696,20.1372,152.6002,14.845,0.0348,0.0158,0.118,0.2322,0.5118,2.0626,4.337,6.7126,0.8202
100000,younger,no further boosting,80.0%,TP_low,never,2.0 (year),1.5 - 3.0 years,63453.104,20732.991,184.5324,1340.8264,18.3292,142.9732,15.2586,0.0352,0.0148,0.124,0.2238,0.4664,2.0598,4.2544,7.0946,0.9856
100000,younger,no further boosting,80.0%,TP_low,never,2.25 (year),1.5 - 3.0 years,66707.842,21827.777,200.6694,1441.3156,20.0206,155.1016,16.3376,0.0274,0.0132,0.1158,0.249,0.5206,2.204,4.5576,7.608,1.042
100000,younger,no further boosting,80.0%,TP_low,never,2.5 (year),1.5 - 3.0 years,78516.074,25326.218,209.729,1414.5682,20.8168,156.4264,15.2242,0.028,0.0134,0.119,0.2136,0.4772,2.0786,4.408,7.02,0.8664
100000,younger,further boosting pediatric,80.0%,TP_low,1.75 (year),1.5 (year),1.5 - 3.0 years,93195.496,29095.873,203.7308,1372.7922,20.8314,157.8612,15.7086,0.039,0.0138,0.121,0.2336,0.5056,2.3066,4.8358,6.9464,0.7068
100000,younger,further boosting pediatric,80.0%,TP_low,2.0 (year),1.5 (year),1.5 - 3.0 years,93399.196,29213.123,204.7074,1372.2024,20.8788,157.6868,15.6174,0.0414,0.0162,0.1152,0.2316,0.5308,2.3022,4.7702,6.9184,0.6914
100000,younger,further boosting pediatric,80.0%,TP_low,2.25 (year),1.5 (year),1.5 - 3.0 years,92179.352,28873.182,202.718,1362.6032,20.8846,159.7132,15.5242,0.0446,0.0116,0.1124,0.231,0.5128,2.3468,4.7302,6.8428,0.692
100000,younger,further boosting pediatric,80.0%,TP_low,2.5 (year),1.5 (year),1.5 - 3.0 years,91302.519,28596.467,201.4016,1376.204,20.922,160.0542,15.7432,0.0438,0.0146,0.1226,0.23,0.493,2.3152,4.8762,6.9452,0.7026
100000,younger,further boosting pediatric,80.0%,TP_low,1.75 (year),1.75 (year),1.5 - 3.0 years,82121.817,26155.016,202.4934,1374.6318,19.9856,150.717,14.811,0.0426,0.0126,0.1164,0.2298,0.4754,2.061,4.3204,6.7296,0.8232
100000,younger,further boosting pediatric,80.0%,TP_low,2.0 (year),1.75 (year),1.5 - 3.0 years,81645.635,26043.661,200.6276,1375.419,19.7266,149.6808,14.6918,0.0376,0.0154,0.1118,0.236,0.4758,2.0434,4.2902,6.688,0.7936
100000,younger,further boosting pediatric,80.0%,TP_low,2.25 (year),1.75 (year),1.5 - 3.0 years,80385.329,25670.573,198.405,1356.2874,19.4752,147.5174,14.5106,0.0394,0.0132,0.1218,0.227,0.4844,2.0038,4.2246,6.5718,0.8246
100000,younger,further boosting pediatric,80.0%,TP_low,2.5 (year),1.75 (year),1.5 - 3.0 years,79845.44,25537.618,198.1084,1352.2138,19.6316,146.8788,14.6164,0.0418,0.0136,0.1164,0.2256,0.4782,2.0444,4.2396,6.6694,0.7874
100000,younger,further boosting pediatric,80.0%,TP_low,1.75 (year),2.0 (year),1.5 - 3.0 years,61977.369,20264.86,182.8678,1325.4652,18.517,142.8012,15.2234,0.032,0.0122,0.1034,0.2298,0.4844,2.0934,4.2242,7.0786,0.9654
100000,younger,further boosting pediatric,80.0%,TP_low,2.0 (year),2.0 (year),1.5 - 3.0 years,61349.053,20080.375,182.5986,1331.393,18.4606,142.5736,15.2998,0.0296,0.0104,0.103,0.2344,0.4734,2.1002,4.2086,7.1672,0.973
100000,younger,further boosting pediatric,80.0%,TP_low,2.25 (year),2.0 (year),1.5 - 3.0 years,63142.329,20647.932,183.5354,1335.7632,18.5448,143.0482,15.3694,0.0318,0.0128,0.1178,0.238,0.4892,2.0774,4.2628,7.174,0.9656
100000,younger,further boosting pediatric,80.0%,TP_low,2.5 (year),2.0 (year),1.5 - 3.0 years,63259.522,20676.087,183.3478,1337.3848,18.7236,145.654,15.4082,0.0314,0.0136,0.109,0.2228,0.471,2.1012,4.287,7.2114,0.9608
100000,younger,further boosting pediatric,80.0%,TP_low,1.75 (year),2.25 (year),1.5 - 3.0 years,65160.629,21385.483,202.5144,1460.3826,20.1418,155.2998,16.58,0.0318,0.0116,0.1182,0.2652,0.5344,2.1766,4.5768,7.7922,1.0732
100000,younger,further boosting pediatric,80.0%,TP_low,2.0 (year),2.25 (year),1.5 - 3.0 years,64807.206,21252.79,201.4732,1452.501,19.956,152.9724,16.2884,0.0308,0.012,0.121,0.2462,0.5216,2.1876,4.4742,7.6404,1.0546
100000,younger,further boosting pediatric,80.0%,TP_low,2.25 (year),2.25 (year),1.5 - 3.0 years,64361.983,21110.799,200.3436,1435.1726,19.9086,153.5886,16.1398,0.031,0.0118,0.12,0.2468,0.5304,2.2022,4.3992,7.575,1.0234
